"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019882","antigen processing and presentation","45/4770","117/18888",0.384615384615385,1.5229801644896,3.29828769279033,0.0010798481025911,0.0118745731351018,0.00890565803601446,"HFE/WAS/AP3D1/FCGR2B/RAB10/ICAM1/CD209/TREM2/LGMN/PYCARD/RELB/NOD1/RAB34/UNC93B1/RAB5B/RAB35/LNPEP/CCR7/WDFY4/LILRB2/RFTN1/CTSL/CTSV/THBS1/TAPBPL/MARCHF1/MFSD6/MR1/CD1A/CD1C/CD1E/FCER1G/ACE/ERAP1/RAB8B/B2M/NOD2/TAP1/CCL19/PSMB8/TAP2/MICA/HLA-A/TREX1/HLA-DOB",45
"GO:0070371","ERK1 and ERK2 cascade","109/4770","332/18888",0.328313253012048,1.30003788739865,3.20595225075359,0.00108845696806178,0.0119484607796087,0.00896107207806711,"CFLAR/MARCO/CD44/MFAP3/ABCA7/EDN1/PTPRC/ICAM1/SEMA6A/TREM2/DDT/PDGFB/PRMT5/HTR2A/CCL17/PYCARD/RIPK2/VRK3/PRKD2/TGFB1/NOD1/CCL7/CCL2/CCL8/CCL1/FBXW7/RAPGEF2/PTPN6/HMGCR/FGF1/PDGFRB/IL1A/CCL20/SLAMF1/GBP1/ITGB1BP1/DUSP4/INHBA/BTN2A2/IL1B/BMP2/CCR7/RRAS/RAP1B/KDR/CHRNA10/AKAP12/EPHB2/NOTCH2/HAVCR2/CD36/HTR2B/SPRY2/GPNMB/DUSP5/ITGAV/SMAD4/DUSP10/ACKR3/TNIP1/MFHAS1/APIP/ZFP36L2/DAB2/CNKSR3/PRKCA/EPHB1/TIAM1/BRAF/HESX1/CCR1/DUSP7/GPER1/SYK/WNK2/SPRED1/DENND2B/PHB1/NOD2/PSCA/GPR183/P2RY1/CDK1/FPR2/PTGER4/P2RY6/RASGRP1/CCL19/HRAS/CHRNA7/PTPN2/TBC1D10C/CCL13/TNFAIP8L3/CIB1/FFAR4/ZDHHC17/CARD9/SPRED3/PTPN1/NF1/SIRPA/SYNJ2BP/LYN/CCL5/CCL23/CCL4/CCL15/PDE8B",109
"GO:0002443","leukocyte mediated immunity","148/4770","469/18888",0.315565031982942,1.24955813922302,3.18111395662571,0.00109858121879056,0.0120386985206459,0.00902874831825498,"FGR/KMT2E/HFE/WAS/SLAMF7/GAB2/STAP1/TRAF3IP2/SPHK2/CD84/BCL3/FCGR2B/PVR/UNG/IL4R/DDX1/PTPRC/LAG3/ICAM1/UNC13D/MSH2/TREM2/IL12RB1/CSF2RB/IL2RB/CD40/TLR8/STX4/NBN/IL4I1/LILRB1/TGFB1/NKG7/JAK3/PIK3CG/AHR/RIGI/SUPT6H/NSD2/CRTAM/UNC93B1/TCIRG1/IL23A/PTPN6/BTN3A3/RNF8/DUSP22/IL12B/C9/IL1R1/STXBP3/RNF19B/SLAMF1/NR4A3/CLU/CD80/SHLD2/TREM1/CXCL6/IL1B/CD70/TRAF2/TICAM1/RAC2/NECTIN2/BST2/TRPM4/RFTN1/PRAM1/KMT5C/RSAD2/HAVCR2/IL6/MYO1G/ANXA3/FCGR2A/HSPD1/NFKBIZ/FBXO38/SERPING1/CD226/IL18/ADAM17/MR1/CEBPG/BATF/CD1A/CD1C/CD1E/FCER1G/C1QC/ACE/NLRP3/SLAMF6/FCGR3B/FCMR/PRKCD/RNF168/TLR3/SYK/DDX21/C2/NDST2/B2M/NOD2/PTGDR/SCN11A/IL7R/PTAFR/APLF/ITGAM/ADORA2B/SERPINB9/RASGRP1/MYD88/C1QB/C1QA/STAT5B/CLCF1/GAPT/CD19/FUT7/C1S/BTN3A2/CARD9/NCR3LG1/TUBB4B/ZP3/S100A13/CD55/ARID5A/SPN/CR1L/IRAK4/FCGR3A/TAP2/MICA/SERPINB4/HLA-A/IGKC/IGHV3-23/TREX1/VAMP2/C4B/TICAM2/LYN/MILR1/PIK3R6",148
"GO:0140894","endolysosomal toll-like receptor signaling pathway","22/4770","47/18888",0.468085106382979,1.85349926401713,3.40529072915369,0.00110916169738556,0.0121336149006383,0.00909993343056267,"GRAMD4/OAS1/TLR8/UNC93B1/HCFC2/TNFAIP3/TASL/RNF170/TICAM1/RFTN1/RSAD2/HAVCR2/PIK3AP1/TLR3/TNIP2/MYD88/IRAK1/TREML4/PELI1/IRAK4/DDX3X/RAB7B",22
"GO:0090150","establishment of protein localization to membrane","93/4770","277/18888",0.335740072202166,1.32944622300933,3.21065509355984,0.00111691224591357,0.0121972990171183,0.00914769506015934,"AGK/FYN/BID/ATP2C1/TRAM2/GRIPAP1/BCS1L/RAB10/TIMM13/TOMM22/MIEF1/SAMM50/TIMM9/CHMP4B/UBL4A/GGA2/CEMIP/SGTA/WDR83OS/TMEM147/ATP13A1/RAB34/C2CD5/SSR3/SPTBN1/RAB3GAP1/ICMT/BLZF1/ITGB1BP1/LYPLA1/PEX16/OPTN/NCLN/TIMM8A/RAB3IP/EMC1/MTX2/TOMM40/AFDN/EMC8/RFTN1/TIMM10B/INPP5K/TIMM10/NACAD/SORL1/RDX/PREPL/VPS37B/NPC1/ATP1B1/GRIP2/ATG3/SRPRB/STOM/RILPL2/TOMM70/GOLGA7B/OXA1L/BRAF/NCF1/TAMALIN/PEX19/CNST/ADORA1/COX18/ZDHHC19/CAMLG/CDK5/AMN/RAB8B/RAB8A/VPS37C/MTCL1/VAMP5/ITGAM/TCAF2/MTX1/HRAS/ZDHHC14/SYNE3/CDK5R1/TIMM22/NECTIN3/CIB1/RAB11B/RILPL1/CLN3/ZDHHC9/SYS1/RACK1/FIS1/VAMP2",93
"GO:0000045","autophagosome assembly","44/4770","114/18888",0.385964912280702,1.52832395454044,3.2887314548993,0.00112159988545217,0.0122273725443347,0.00917024951717249,"IFT88/VMP1/WIPI1/TP53INP2/PSEN1/ULK2/EFNB1/TOM1/MTMR3/MAP1LC3A/ATG2A/AMBRA1/TCIRG1/RAB23/RAB3GAP1/MFN2/STX12/ATG4C/ATG14/ATG4D/EPHB2/STX17/RAB1A/GABARAPL1/ULK3/RAB5A/ATG3/ATG12/C9orf72/BAG3/SNX7/TMEM41B/RAB43/UBXN2A/ATG13/ULK1/SNX18/PACS2/LRRK2/WDR45/ATG7/SMURF1/IRGM/SEC22B",44
"GO:0014074","response to purine-containing compound","53/4770","143/18888",0.370629370629371,1.46759906759907,3.26251880610697,0.00113232745448206,0.012323074861773,0.00924202406457415,"KCNQ1/SREBF1/PTGS2/RAPGEF3/BCKDHB/SSH1/CAD/HCN2/EEF2K/AQP9/PIK3CG/AHR/P2RX1/COL1A1/RAPGEF2/PANX1/BIRC2/XRN1/STAT1/IGFBP5/SDC1/CREB1/PKD2/ITPR2/PCK1/IL1B/RAP1B/ADORA2A/TRPM4/ASS1/PRKAA1/INPP5K/NT5E/FDX1/PNPT1/DUOX2/CRHBP/BRAF/SELENON/ADORA1/FBP1/GPD1/PTAFR/P2RY1/P2RY6/RELA/THBD/SLC8A1/RYR1/ADA/SLC26A6/PDXP/P2RY11",53
"GO:0061082","myeloid leukocyte cytokine production","23/4770","50/18888",0.46,1.82148427672956,3.38081146281818,0.00116126891423146,0.0125806709737389,0.00943521525203621,"DDX1/IRAK3/ACP5/PYCARD/RIPK2/LILRB1/TGFB1/NOD1/RIGI/PANX1/WNT5A/NR4A3/TWIST1/TICAM1/CD36/NLRX1/TLR3/SYK/DDX21/NOD2/MYD88/CARD9/TICAM2",23
"GO:0007040","lysosome organization","43/4770","111/18888",0.387387387387387,1.53395659810754,3.27950603639183,0.00116395579940491,0.0125806709737389,0.00943521525203621,"SYT7/ACP3/ATP6V0A1/TFE3/CHMP5/MCOLN1/ATP6V1D/CHMP4B/CLN5/SPG11/VPS18/LIPA/NAGLU/RAB34/TCIRG1/TFEB/ARSB/TMEM9/TASL/ATP6V1F/CLN6/ACP2/TMEM165/CCDC115/MBTPS1/CREG1/PI4KB/LAMTOR1/VIPAS39/LYSET/TPCN2/WASHC5/ABCA1/SPNS1/RAB39A/ATP6AP2/CLN8/ATP6V0C/CLN3/LRRK2/TREX1/IRGM/RAB7B",43
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","43/4770","111/18888",0.387387387387387,1.53395659810754,3.27950603639183,0.00116395579940491,0.0125806709737389,0.00943521525203621,"CASP10/BID/FAS/CASP8/NGFR/GRAMD4/SENP1/JAK2/BCL2L13/PYCARD/BBC3/NOD1/DAP/HTRA2/HSPE1/F3/TNFSF10/ACVR1C/PPARG/CASP1/PMAIP1/S100A8/HSPD1/ARL6IP5/ST18/GSN/AIFM1/NLRP3/S100A9/GPER1/SYK/SMAD3/NKX3-1/CRADD/ROBO1/CYCS/BOK/BCAP31/CARD9/DAPK1/RACK1/FIS1/DDX3X",43
"GO:0080171","lytic vacuole organization","43/4770","111/18888",0.387387387387387,1.53395659810754,3.27950603639183,0.00116395579940491,0.0125806709737389,0.00943521525203621,"SYT7/ACP3/ATP6V0A1/TFE3/CHMP5/MCOLN1/ATP6V1D/CHMP4B/CLN5/SPG11/VPS18/LIPA/NAGLU/RAB34/TCIRG1/TFEB/ARSB/TMEM9/TASL/ATP6V1F/CLN6/ACP2/TMEM165/CCDC115/MBTPS1/CREG1/PI4KB/LAMTOR1/VIPAS39/LYSET/TPCN2/WASHC5/ABCA1/SPNS1/RAB39A/ATP6AP2/CLN8/ATP6V0C/CLN3/LRRK2/TREX1/IRGM/RAB7B",43
"GO:0071902","positive regulation of protein serine/threonine kinase activity","48/4770","127/18888",0.377952755905512,1.49659783093151,3.26386943987327,0.001169450627261,0.0126184920071182,0.00946358016132708,"MAP3K13/FGFR1/EDN1/PDGFB/CD40/FLT1/RGCC/CEMIP/PIK3CG/EZH2/CCNY/RAPGEF2/CCND1/TPD52L1/VEGFA/FGF1/PDGFRB/WNT5A/PROX1/SLC8A2/CCND2/FLT3/IL1B/TRAF2/CAMK1/TAOK3/HTR2B/CAB39/THBS1/PIK3R5/TNFRSF11A/CALM2/ADAM17/CALM3/S100A12/ADRB2/ROBO1/RASGRP1/CCL19/HRAS/ERN1/IRAK1/CIB1/LRRK2/PTPN1/DDX3X/IRGM/PIK3R6",48
"GO:0043484","regulation of RNA splicing","66/4770","186/18888",0.354838709677419,1.40507202272266,3.2269986617551,0.00117274774499169,0.0126325110589139,0.00947409412927028,"RBM5/UPF1/CLK1/FAM50A/MBNL3/RBFOX1/RBM22/ATXN7L3/SRPK1/RBM23/PRMT5/METTL4/FMR1/RBM3/KAT2A/PRPF19/RPS13/NUP98/NCL/SRSF7/TIA1/SRSF4/WDR77/PRDX6/ENY2/SMU1/SRSF6/AHNAK/HABP4/RBM38/SRPK2/NCBP1/CELF6/ILDR2/HNRNPLL/ILDR1/PIK3R1/WTAP/CELF1/SAP18/TADA1/MBNL1/SRSF12/AFF2/DYRK1A/SON/RRP1B/SRSF2/RBM15/ATXN7/RBM47/FASTK/TAF10/RBPMS2/UPF3A/SF3B5/LARP7/ERN1/CLK3/NPM1/POLR2A/AHNAK2/SF3B3/RBMXL1/RBM12/TAF9",66
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","18/4770","36/18888",0.5,1.97987421383648,3.42055796775652,0.00119914526965412,0.0128729975212614,0.00965445347116753,"NOP14/ERCC2/UTP6/BYSL/HEATR1/RCL1/UTP20/RPP40/UTP4/RPS8/WDR43/DCAF13/BMS1/TSR1/RPS21/RRS1/WDR46/PWP2",18
"GO:0007035","vacuolar acidification","18/4770","36/18888",0.5,1.97987421383648,3.42055796775652,0.00119914526965412,0.0128729975212614,0.00965445347116753,"ATP6V0A1/ATP6V1D/CLN5/DMXL2/TCIRG1/ATP6V0E1/TMEM9/ATP6V1F/CLN6/CCDC115/CREG1/ATP6V0D2/ATP6V0D1/CLIC4/ATP6V0E2/ATP6AP2/ATP6V0C/CLN3",18
"GO:0034250","positive regulation of amide metabolic process","59/4770","163/18888",0.361963190184049,1.43328317320678,3.22930305331011,0.00120767704742701,0.0129426135099677,0.00970666386915015,"SPHK2/YBX1/TNFRSF1A/BCL3/NCK2/PICALM/PLD1/JMJD4/POLDIP3/PCIF1/FMR1/RBM3/ABCA2/CPEB3/LARP4B/RPS6KB1/MRPS27/FXR1/NFE2L2/FASTKD2/CLU/RPL5/SOX4/MIF4GD/EIF2AK4/FXR2/HABP4/SYNCRIP/NAT10/NIBAN1/IL6/UQCC2/THBS1/METTL5/SSB/LARP1B/SLC2A13/GUF1/NCK1/ABCG1/RPL26/PRKCD/CASP3/TRUB2/NOD2/EEF2/ZCCHC4/UPF3A/PTAFR/RELA/CHRNA7/RPS6KB2/NPM1/EIF3C/GSAP/RPS4X/DDX3X/PRKDC/CCL5",59
"GO:0031647","regulation of protein stability","107/4770","326/18888",0.328220858895706,1.29967202994174,3.17246410159392,0.00121459104938577,0.012994685626508,0.00974571676459685,"CREBBP/FBXL3/MYLIP/ZNF207/USP2/USP28/PER3/USP36/USP13/ISOC2/IP6K2/PFN2/SREBF1/RAB21/AURKA/TESC/CMTM6/HDAC6/HSP90AB1/FBXO7/EP300/STK4/CSNK2A1/TBL1X/UBL4A/STUB1/PYCARD/SPAG1/URI1/DVL1/GTPBP4/KAT2A/FBXW7/HSPA8/CREBL2/CCT4/PDCL3/AAK1/STX12/CREB1/UBE2B/TCP1/CLU/RPL5/TRIM24/SOX4/BMP2/MCM8/NCLN/SMO/TTI2/GNL3L/TRIM21/FLOT2/ZBED3/RNF128/VHL/NAPG/TBX3/MDM2/MARCHF7/ATP1B1/HSPD1/PIK3R1/CCT6A/HDAC8/GSN/ABTB3/SAV1/BAG3/B4GALT5/MORC3/LSS/DVL3/PEX19/RNF149/TMEM183A/PRKCD/NAA15/CASP3/CAMLG/TSC1/CCT2/PLK1/SMAD3/PHB1/TNIP2/PTEN/RPS7/NAA16/PRKRA/NPM1/RUVBL2/H1-5/NF2/LRRK2/FLNA/DDI2/GLMP/TREX1/ZSWIM7/TMEM183BP/IRGM/DNAAF10/PRKDC/PINX1/TAF9",107
"GO:0010811","positive regulation of cell-substrate adhesion","47/4770","124/18888",0.379032258064516,1.5008723879083,3.25258992112239,0.00121971265699276,0.0130274377198737,0.00977028008490821,"POLDIP2/ITGA3/ROCK1/MAP4K4/LIMS2/ITGA6/CCDC80/UNC13D/JAK2/PDGFB/STK4/GFUS/CDK6/VTN/MDK/NEDD9/VEGFA/CSPG5/NID1/ITGB1BP1/PREX1/RREB1/CCR7/RRAS/KDR/RIN2/CD36/RAC1/RSU1/PTPRJ/DAB2/BRAF/ITGA5/RELL2/TSC1/ILK/SMAD3/RAC3/PRKCE/EFEMP2/JUP/MYADM/CSF1/CIB1/FLNA/ARL2/FMN1",47
"GO:0043547","positive regulation of GTPase activity","79/4770","230/18888",0.343478260869565,1.3600875034181,3.19369555828594,0.00123138486500878,0.0131299266466282,0.00984714443394788,"RTN4R/ADRB1/RASGRF1/TBC1D22B/ZC3H15/TBC1D1/MAP4K4/PICALM/RAP1GAP/RAPGEF3/GMIP/RGS1/ITGA6/TBC1D2/TBC1D10A/SH3BP1/CD40/CCL17/TBC1D17/SYDE1/EZH2/RIC1/DOCK8/RAPGEFL1/CCL7/CCL2/CCL8/CCL1/TBC1D9/RAPGEF2/CORO1C/TBC1D30/CCL20/RAB3GAP1/RALGPS2/PREX1/MTSS2/LARS1/TBC1D4/BCAR3/RASGEF1B/RGL1/PIP5K1A/PKP4/TIAM2/C9orf72/RSU1/CXCL13/TIAM1/AGAP1/ARHGAP27/RALGDS/DVL3/PLXNB1/WDR41/TSC1/NDEL1/MAPRE2/SLC27A4/TBC1D2B/RASGRP1/CCL19/NET1/HRAS/TBC1D10C/RHOG/SNX18/CCL13/SEMA4D/AGRN/NF1/TBC1D9B/SIPA1L1/RACK1/SRGAP2/CCL5/CCL23/CCL4/CCL15",79
"GO:0045058","T cell selection","25/4770","56/18888",0.446428571428571,1.76774483378257,3.34438898495343,0.00123375199394863,0.0131330199625205,0.00984946435005952,"NFATC3/PTPRC/CYLD/IL12RB1/IL23A/IL12B/LY9/CCR7/CTSL/IL6/IRF4/BRD4/ITPKB/BATF/BRAF/IL6R/JAK1/SLAMF6/IL15/SYK/STAT3/PTPN2/SOCS3/JAG2/SPN",25
"GO:0001773","myeloid dendritic cell activation","15/4770","28/18888",0.535714285714286,2.12129380053908,3.451291830083,0.00124086100538857,0.0131864943480201,0.00988956891512697,"TSPAN32/PSEN1/PYCARD/RELB/ITGB8/SLAMF1/BATF3/NOTCH2/HAVCR2/IRF4/BATF/DCSTAMP/CLEC4D/BATF2/UBD",15
"GO:0045639","positive regulation of myeloid cell differentiation","41/4770","105/18888",0.39047619047619,1.54618748128182,3.26218061743753,0.00124989662668204,0.0132380514286016,0.00992823554539406,"PITHD1/CASP8/TESC/TREM2/BRD1/HIF1A/ACIN1/TGFB1/CSF3/IL23A/NEDD9/IL12B/STAT1/CREB1/FOXO3/INHBA/FAM210B/NOTCH2/CD101/ETS1/ACVR1B/ABCB10/RIPK1/TNFRSF11A/ARNT/OCSTAMP/PRKCA/KLF10/PPARGC1B/RUNX1/CCR1/DCSTAMP/STAT3/ROR2/STAT5B/CTNNBIP1/TMEM64/CSF1/ISG15/PRKDC/RAB7B",41
"GO:0006874","intracellular calcium ion homeostasis","100/4770","302/18888",0.33112582781457,1.31117497605065,3.1686134457356,0.00124989984230194,0.0132380514286016,0.00992823554539406,"ATP2C1/MCUR1/ATP2B3/SRI/EDN1/PSEN1/PTPRC/FKBP1A/MCOLN1/ITPR3/KCTD17/SLC8A3/CD40/PLCB4/HTR2A/CEMIP/ATP13A1/CXCL12/CDH23/P2RX1/CCL7/CCL8/CCL1/TCIRG1/VDR/PTPN6/PDE4D/STC2/WNT5A/THADA/SLC8A2/PKD2/FKBP1B/ITPR2/PLCG1/TMTC4/CCR7/ATF4/IMMT/TMEM165/HTR2B/RMDN3/PLCB2/RAP1GDS1/CXCL9/PML/NOL3/AFG3L2/SYPL2/ATP1B1/CALM2/CAMK2D/UBASH3B/ADCY8/CLIC2/MCU/NPTN/ATP2B2/CALM3/CCR5/TPCN2/SELENON/ADORA1/CCR1/GPER1/STOML2/PRKCB/LETM1/CXCL10/CXCL11/P2RY1/SLC30A1/PRKCE/CHD7/P2RY6/CCL19/CHRNA7/MTLN/BNIP3/BOK/CD19/GRINA/PACS2/CDH5/TMEM64/CCL13/SLC8A1/SLC24A3/GP1BA/BCAP31/TMEM203/CLN3/RYR1/FLNA/ERO1A/FIS1/LYN/CCL5/CCL23/CCL15",100
"GO:0002423","natural killer cell mediated immune response to tumor cell","8/4770","11/18888",0.727272727272727,2.8798170383076,3.62492918840607,0.00127305757681925,0.013327058043424,0.00999498846910196,"PVR/TGFB1/NKG7/CRTAM/IL12B/NECTIN2/HAVCR2/CD226",8
"GO:0008063","Toll signaling pathway","8/4770","11/18888",0.727272727272727,2.8798170383076,3.62492918840607,0.00127305757681925,0.013327058043424,0.00999498846910196,"IRAK3/TRAF3/IRAK2/PELI2/MYD88/IRAK1/PELI1/IRAK4",8
"GO:0035723","interleukin-15-mediated signaling pathway","8/4770","11/18888",0.727272727272727,2.8798170383076,3.62492918840607,0.00127305757681925,0.013327058043424,0.00999498846910196,"MFAP3/IL2RB/JAK3/STAT5A/IL15RA/JAK1/IL15/STAT3",8
"GO:0052646","alditol phosphate metabolic process","8/4770","11/18888",0.727272727272727,2.8798170383076,3.62492918840607,0.00127305757681925,0.013327058043424,0.00999498846910196,"GPD2/GPAM/GPAT3/GPD1L/GPD1/GK5/GPAT2/GK",8
"GO:0070669","response to interleukin-2","8/4770","11/18888",0.727272727272727,2.8798170383076,3.62492918840607,0.00127305757681925,0.013327058043424,0.00999498846910196,"IL2RB/JAK3/STAT5A/IL2RA/JAK1/STAT3/STAT5B/PTPN2",8
"GO:0071350","cellular response to interleukin-15","8/4770","11/18888",0.727272727272727,2.8798170383076,3.62492918840607,0.00127305757681925,0.013327058043424,0.00999498846910196,"MFAP3/IL2RB/JAK3/STAT5A/IL15RA/JAK1/IL15/STAT3",8
"GO:1903897","regulation of PERK-mediated unfolded protein response","8/4770","11/18888",0.727272727272727,2.8798170383076,3.62492918840607,0.00127305757681925,0.013327058043424,0.00999498846910196,"ABCA7/NCK2/TMEM33/NCK1/PPP1R15B/PTPN2/BOK/PTPN1",8
"GO:0035967","cellular response to topologically incorrect protein","40/4770","102/18888",0.392156862745098,1.55284252065606,3.25415665650581,0.00129312116686041,0.0135147192364601,0.0101357300682143,"RHBDD2/MBTPS2/EIF2AK2/ABCA7/ERLEC1/RNF126/NCK2/TMED2/HDAC6/ERMP1/STUB1/TBL2/CREB3/TMEM33/CCND1/STC2/NFE2L2/HERPUD2/OPTN/TMTC4/ATF4/ABCB10/PARP16/MBTPS1/HSPD1/PIK3R1/DNAJB12/PARP8/BAG3/BCL2L11/NCK1/PPP1R15B/DNAJC18/PTPN2/BOK/ERN1/PTPN1/ERO1A/RACK1/PIGBOS1",40
"GO:0000082","G1/S transition of mitotic cell cycle","80/4770","234/18888",0.341880341880342,1.35376014621298,3.16508179633215,0.00134004691737319,0.0139820406906777,0.0104862104616401,"KMT2E/DBF4/BID/MNAT1/FHL1/PIAS1/ARID1B/CUL1/BCAT1/SMARCD1/JADE1/CDC6/WAC/BCL7C/FBXO7/E2F1/RBBP8/RGCC/FBXO31/GSPT1/CDK6/EZH2/RPS6KB1/CCL2/CCND1/AMBRA1/CDKN1B/PTPN6/ACVR1/ARID1A/PKD2/CCND2/INHBA/CDKN2C/BTN2A2/CDKN2D/DPF2/CDK4/ACVR1B/MDM2/APPL2/GPNMB/ACTL6A/RDX/PML/CTDSPL/CCNA2/PLK2/CDKN2B/EIF4E/ADAM17/APPL1/RPL26/CDC25A/BRD7/TAF10/CDK2AP2/CRADD/CDK1/TRIAP1/RRM2/PTEN/HINFP/SLFN11/PHF8/SMARCC1/PLK3/CTDSP2/CCNE2/CRLF3/RCC1/GPR132/MUC1/EIF4EBP1/DCUN1D3/ARID2/TREX1/DDX3X/PRKDC/MEPCE",80
"GO:0072673","lamellipodium morphogenesis","11/4770","18/18888",0.611111111111111,2.4198462613557,3.50304499444578,0.00135447209131596,0.0141092702362287,0.0105816297084513,"PLEKHO1/CD44/MYO9B/KANK1/CORO1C/WASF1/RREB1/VIL1/ABI1/ENPP2/PDPN",11
"GO:0032816","positive regulation of natural killer cell activation","13/4770","23/18888",0.565217391304348,2.2381186765108,3.45343971338698,0.00136642825299213,0.0142104043481401,0.0106574779773711,"JAK2/TYK2/IL23A/IL12B/TICAM1/IL15RA/IL18/IL15/RASGRP1/STAT5B/BLOC1S3/FCGR3A/TICAM2",13
"GO:0046890","regulation of lipid biosynthetic process","66/4770","187/18888",0.352941176470588,1.39755826859046,3.17572779098191,0.00137190114989237,0.0142438932196543,0.0106825938644286,"MBTPS2/H6PD/SPHK2/SREBF1/SCARB1/PTGS2/PIBF1/SEC14L2/TSPO/PDGFB/HTR2A/ASAH1/NFKB1/FBXW7/CYP27B1/CREBL2/FGF1/NR3C1/SCAP/IL1A/PROX1/CREB1/EGR1/RDH10/FABP3/RAB38/SNAI1/PCK1/IL1B/INSIG2/BMP2/UBR4/LDLR/APOC1/SLC27A1/PRKAA1/AVIL/HTR2B/TMX1/DCAF5/ARMC5/MBTPS1/SIK1/ADM/DAB2/BMP6/SAMD8/SLC45A3/ABCG1/ATP1A1/PRKCD/FABP5/GPER1/MID1IP1/CYP7A1/MLST8/ABCA3/MFSD2A/SPHK1/PRMT3/PRKG1/INSIG1/FITM2/TREX1/APOC2/PDE8B",66
"GO:0051099","positive regulation of binding","44/4770","115/18888",0.382608695652174,1.5150341810227,3.2201212406648,0.00137864574834287,0.0142904542078229,0.0107175135397492,"HFE/PLAUR/FOXC1/ADD2/MARK3/PSEN1/ADD1/FKBP1A/STK4/CLN5/RIPK2/MED25/MET/VTN/RAPGEF2/RIPOR2/HES1/STMN1/TRIM6/TWIST1/BMP2/TRIM21/PPARG/RAN/TXN/NCBP1/GTF2B/PARP9/TCF7L2/CEBPG/CLIC2/TIAM1/SPPL3/GPSM1/DTX3L/B2M/CDT1/NMD3/ANXA2/EIF3C/LRRK2/H1-0/NME1/PINX1",44
"GO:0015931","nucleobase-containing compound transport","79/4770","231/18888",0.341991341991342,1.35419967872798,3.14838140003409,0.00141526155792954,0.0145667002320717,0.010924691734517,"UPF1/SLC25A5/AKAP8L/MVP/ZC3H3/THOC3/ZC3H11A/NDC1/YBX1/SMG6/NCBP3/RBFOX1/THOC1/SLC35C2/SEH1L/NUP50/NUP188/POLDIP3/SLC17A9/NXT2/FMR1/SLC35A2/SHOC2/CASC3/KPNB1/SUPT6H/NUP98/NUP155/FXR1/ABCC5/SRSF7/SLC46A2/NRDE2/ENY2/SLC25A51/SLC25A16/XPO5/PCID2/FXR2/SLC35D2/RFTN1/NUP210/RAN/TMEM241/IGF2BP3/LRRC8A/NCBP1/RIPK1/PNPT1/LRPPRC/SSB/SLC25A25/EIF4E/HHEX/RANBP2/ANKH/SEC13/NXF1/NUP35/ADORA1/SLC25A32/NOL6/DDX19A/UPF3A/SLC19A1/SLC29A2/SLC35E3/SLC35C1/MX2/ALYREF/XPOT/RBM33/CALHM1/CD47/LRRC8B/SLC28A3/SLC29A3/NUP62/SLC25A6",79
"GO:0009409","response to cold","20/4770","42/18888",0.476190476190476,1.88559448936807,3.3396737897476,0.00141609574397672,0.0145667002320717,0.010924691734517,"ADRB1/NFKBIA/ZNF516/LIPA/ACADM/LRP11/THRA/HSPA2/EIF2AK4/PRKAA1/APPL2/GMPR/HSPD1/PLAC8/FOXO1/ACOT11/SCN11A/ADRB2/RNF34/ADRB3",20
"GO:0032733","positive regulation of interleukin-10 production","20/4770","42/18888",0.476190476190476,1.88559448936807,3.3396737897476,0.00141609574397672,0.0145667002320717,0.010924691734517,"HGF/BCL3/PIBF1/TREM2/PYCARD/IL23A/IL12B/CD274/IL6/IRF4/TLR2/HSPD1/TSLP/RBM47/RAD21/SYK/NOD2/STAT3/LILRA5/ISG15",20
"GO:0042119","neutrophil activation","20/4770","42/18888",0.476190476190476,1.88559448936807,3.3396737897476,0.00141609574397672,0.0145667002320717,0.010924691734517,"KMT2E/TRAF3IP2/FCGR2B/STXBP3/PREX1/CXCL6/PRAM1/ANXA1/ANXA3/IL18/FCER1G/PRKCD/IL15/SYK/PTAFR/CXCL8/ITGAM/MYD88/PLPP6/CCL5",20
"GO:0002761","regulation of myeloid leukocyte differentiation","48/4770","128/18888",0.375,1.48490566037736,3.19963112217304,0.00141911866882116,0.0145667002320717,0.010924691734517,"CASP8/TFE3/GPR137B/TESC/TREM2/ACIN1/LILRB1/TGFB1/CDK6/FBXW7/IL23A/NEDD9/IL12B/FOXP1/CREB1/PRXL2A/INHBA/TNFAIP6/ZBTB46/PIAS3/NOTCH2/CD101/RIPK1/TNFRSF11A/PIK3R1/OCSTAMP/UBASH3B/PRKCA/KLF10/PPARGC1B/C1QC/RUNX1/CCR1/TLR3/DCSTAMP/FBN1/CTNNB1/ROR2/CEBPB/GPR137/PTPN2/CTNNBIP1/TMEM64/CSF1/MITF/NF1/NME2/LYN",48
